sentence,label_actual,,
"#Current Court# are told by the learned Additional Solicitor General the learned Additional Solicitor General that with regard to 5 more industries, the standards were sent subsequently.",['argument_respondant'],,
"#Current Court# are quite distressed that the#respondants#the#respondants#has been sitting over 16 recommendations at least since 27.06.2017, that is, almost about three months without apparently showing any concern whatsoever for the pollution in Delhi and in NCR.",['Observation_finding'],,
"the #advocate_respondant# further informs #Current Court# that the draft notification with regard to these industries was issued on 23rd October, 2017 inviting objections and in terms of Section 5 of the Environment Protection Rules, 60 days' time is required to be given for inviting objections.",['argument_respondant'],,
"This period would expire on or about 23rd December, 2017 when hopefully notifications would be issued.",['Other'],,
"In any event, since the draft notifications have been issued and since the industry had assured #Current Court# on 20.07.2017 that the industry had assured #Current Court# on 20.07.2017 that they would abide by the standards fixed by the #respondants#, #Current Court# would abide by the standards fixed by the #respondants#, #Current Court# expect the industries to live up to the assurance given to #Current Court# by the industry even though the Ministry"" of Environment, Forest and Climate Change does not seem to be concerned about the entire issue.",['Fact'],,
"With regard to two remaining industries, that is,, nitric acid industry and fertilizer industry, #Current Court# are told that the standards in this regard were sent to the#respondants#by the #respondants# on 14th February, 2014.",['Fact'],,
"Three and half years have gone by, but the#respondants#the#respondants#has not done anything about it.",['Fact'],,
"This is a completely disgusting state of affairs and This is hardly the way in which the Ministry ought to function if it is expected to perform it duties sincerely, honestly and with dedication.",['Observation_finding'],,
"#advocate_respondant# informs #Current Court# that necessary steps will be taken (after a lapse of three and half years) to issue a draft notification and needful will be done within one month from today, meaning thereby, the deadline of 31st December, 2017 will be crossed by the MoE.",['argument_respondant'],,
"#Current Court# record #Current Court#'s unhappiness at the attitude of the MoE, but #Current Court# expect the industry to abide by the assurance that has already been given to #Current Court# and particularly since #Current Court#'s unhappiness at the attitude of the MoE, but #Current Court# are aware of the standards proposed by the #respondants#, maybe for the last couple of years at least.",['Fact'],,
#Current Court# make it clear that the#respondants#the#respondants#is bound by the statement made by Learned Additional Solicitor General that the draft notification for the two industries would be issued within one month from today.,['Conclusion'],,
"Seeing the totally insensitive attitude of the Ministry, #Current Court# are inclined and #Current Court# do impose costs of ` 2,00,000/- (Rupees two lakhs only) on the#respondants#the#respondants#so that at least they now wake up to the problem relating to environment.",['Fact'],,
The amount be deposited in the Supreme Court Legal Services Committee within four weeks from today for utilization of juvenile justice issues.,['Other'],,
"List the Report No. 72 on 11th December, 2017.",['Other'],,
Liberty is granted to the #respondants# to file additional affidavit.,['Fact'],,
IA No. 104664/2017 (APPLICATION FOR DIRECTIONS ON BEHALF OF INDRAPRASTHA GAS LIMITED),['Other'],,
Issue notice.,['Other'],,
"Mr. K. V. Mohan, learned Counsel accepts notice and seeks some time to file reply.",['Other'],,
"List the application on 16th November, 2017 with other connected applications.",['Other'],,
"In the meanwhile, #advocate_appellant# has placed before #Current Court# a letter dated 12th October, 2017 which has been issued by the State of Haryana through the office of the Executive Engineer, HUDA, Division No. 1 Gurugram pursuant to the minutes of the meeting held on 8th September, 2017.",['argument_appellant'],,
"# a letter dated 12th October, 2017 which has been issued by the State of Haryana through the office of the Executive Engineer, HUDA has seriously been objected to not only by #advocate_appellant#, but also by learned Additional Solicitor General appearing on behalf of the #respondants#.",['Fact'],,
"In view of the above, until then, the letter dated 12th October, 2017 and the minutes of the meeting dated 8th September, 2017 will be kept in abeyance only as far as Messrs Indraprastha Gas Limited is concerned.",['Other'],,
#Current Court# had already directed that the IAs on different subjects should be listed separately.,['Fact'],,
#Current Court# see no reason why the Registry has listed the matter relating to allocation of natural gas to Messrs IGL with Report No. 72.,['Observation_finding'],,
"Similarly, in other matters also, all the IAs in the same matter are being listed together, even though all the I.",['Other'],,
As pertain to different subject matters. A copy of this direction be communicated to the Secretary General of the Registry for compliance.,['Other'],,
