sentence,label_actual,,
This part be published and implemented at the earliest through concerned Sanitary Inspectors.,['Conclusion'],,
"#Current Court# direct the #respondants# through the Commissioner, #respondants# through #respondants# Chairman and other statutory au thirties through their respective heads to ensure proper and scientific disposal of waste in a manner so as to subserve the common good.",['Conclusion'],,
In this connection they shall endeavour to comply with the suggestions and directions contained in the report prepared by the Asim Burmon Committee.,['Conclusion'],,
"#Current Court# direct that sites for land fills will be identified bearing in mind the requirement of Delhi for the next twenty years within a period of four weeks from today by the exercise jointly conducted by #respondants# through the Ministry of Urban Development, Government of #respondants#, Commissioner, the #respondants# and Chairman, #respondants# and other heads of statutory authorities like the DDA etc sites for land fills will be identified bearing in mind the requirement of Delhi for the next twenty years within a period of four weeks from today by the exercise jointly conducted by #respondants# through the Ministry of Urban Development, Government of #respondants#, Commissioner, #respondants# and Chairman, #respondants# and other heads of statutory authorities like the DDA etc will be identified keeping in mind the environmental considerations and in identifying the same CPCB's advice will be taken into consideration.",['Conclusion'],,
"sites for land fills will be identified bearing in mind the requirement of Delhi for the next twenty years within a period of four weeks from today by the exercise jointly conducted by #respondants# through the Ministry of Urban Development, Government of #respondants#, Commissioner, #respondants# and Chairman, #respondants# and other heads of statutory authorities like the DDA etc shall be handed over to the #respondants# the #respondants# and/or #respondants# within two weeks of the identification, free from all encumbrances and without the #respondants# or #respondants# having to make any payment in respect thereof.",['Conclusion'],,
"#Current Court# direct #respondants# through the Ministry of Urban Development,Government of #respondants#, Commissioner of the #respondants#, Chairman #respondants# and other statutory authorities like DDA and Railways to take appropriate steps for preventing any fresh encroachment or unauthorised occupation of public land for the purpose of dwelling resulting in creation of a slum.",['Conclusion'],,
Further appropriate steps be taken to improve the sanitation in the existing slums till the sanitation in the existing slums are removed and public land reclaimed.,['Conclusion'],,
"#Current Court# further direct #respondants# through Ministry of Urban Development,Government of #respondants#, Commissioner #respondants#, Chairman #respondants# and other statutory authorities like DDA etc to identify and make available to the the #respondants# and #respondants# within four weeks from today sites for setting up compost plants.",['Conclusion'],,
"Initially considering the extent of solid waste, which is required to be treated by compost plants, the number of sites which should be made available will be eight.",['Conclusion'],,
Such sites shall be handed over to the the #respondants#/#respondants# free of cost and free from all encumbrances within two weeks of identification.,['Conclusion'],,
"the #respondants# and #respondants# shall thereupon take appropriate steps to have the compost plants/processing plants established or caused to be established and to be in operation by 30th September, 2000.",['Conclusion'],,
"#Current Court# direct the #respondants#, #respondants# and other statutory authorities concerned with sanitation and public health to regularly publish the names of concerned Superintendents of Sanitation and such equivalent officers who are responsible for cleaning Delhi who can be approached for any complaint/grievance by the citizens of Delhi together with the citizens of Delhi latest office and residential telephone numbers and addresses.",['Conclusion'],,
"#Current Court# direct #respondants# of #respondants# #respondants# to appoint Magistrates under Section 20 and/or Section 21 of the CrPC for each Board/Circle/Ward for ensuring compliance of the provisions of the #respondants# and #respondants# Acts and to try the offences specified there for in relation to littering and causing nuisance, sanitation and public health.",['Conclusion'],,
These appointments shall be made within a period six weeks from today in conformity with the reasons contained in this order.,['Conclusion'],,
All the concerned authorities will file compliance reports of these directions within eight weeks from today.,['Conclusion'],,
the same CPCB will also file within the same time an affidavit indicating as to what extent the directions issued have been complied with.,"['Conclusion', 'compliance']",,
It is needless to say that the violation of the directions issued by this Court shall be viewed seriously.,['Conclusion'],,
