sentence,label_actual,,
"The #respondants# has provided the Scheme of Promotion of Agricultural Mechanization in the States of Punjab, Haryana, Uttar Pradesh and NCT of Delhi for the period of 2018-19 and 2019-20 with a total outlay of ` 1151.80 Crores for in-situ Crop Residue Management such as Super Straw Management System for Combine Harvesters, Happy Seeders, Hydraulically Reversible MB Plough, Paddy Straw Chopper, Mulcher, Rotary Slasher, Zero Till Seed Drill and Rotavators are promoted with 50% subsidy to the individual farmers and 80% subsidy for establishment of Custom Hiring Centres of these machines.",['Fact'],,
"The #respondants# has disbursed The #respondants# 100% share of funds amounting to ` 269.38 Crores, ` 137.84 crores, ` 148.60 Crores and ` 28.51 Crores to the States , Haryana, Uttar Pradesh and Central Agencies respectively.",['Fact'],,
"It appears from the statements made by the Chief Secretary to the #respondants# and Mr. Charanpal Singh Bagri, Teamed counsel appearing for the individual farmers that most of the farmers burning stubble are of the category of small and marginal fanners in the #respondants# and the Cooperative Societies give the machines on higher basis, which cannot be afforded by the small and marginal farmers.",['Fact'],,
"#Current Court# have been assured by the Chief Secretaries to the #respondants#, Haryana, Utter Pradesh that the #respondants#, Haryana, Utter Pradesh will be dedicating certain machines for the use of small and marginal farmers.",['Fact'],,
Even operational expenses shall be borne by the #respondants# for the time being till the methodology/policy is devised to provide proper facilities of machines dedicated to small and marginal farmers in each of the States.,['Fact'],,
"Let roadmap be prepared for that purpose as it is this class of fanners who requires a support as it is by way of compulsion and short duration of time between two crops and two crops cannot afford the machines which are valuable, having high cost and there is so much small gap between two crops that two crops are forced to burn stubble in the circumstances.",['Conclusion'],,
"As projected by the Chief Secretary that the Government is not able to provide financial support to these small and marginal farmers, cannot be accepted.",['Other'],,
Agriculture is the backbone of the economy of the Government.,['Other'],,
Agriculture interest cannot be overlooked and self-created bankruptcy cannot rescue Its interest when the State has the obligation towards the agriculture.,['Other'],,
the Government is providing the money.,['Other'],,
the Government has contributed to the Government.,['Other'],,
the Government cannot ignore the interest of the small and marginal farmers.,['Other'],,
It is the bounden duty of the Central as well as the Government to ensure the interest of these class of fanners is catered and these class of fanners have the facilities of farming and harvesting by modern machines.,['Observation_finding'],,
"It should not be prerogative of the chosen few, those who have the money, means and power to afford these luxuries.",['Other'],,
"It is absolutely necessary that poor farmers are equally provided with the modem facilities which are necessary to prevent such incidents of stubble burning and the #respondants#"" self-created bankruptcy or paucity of funds cannot be a guise, not to discharge the #respondants# obligation, as laid by this Court in ""Municipal Council, Ratlam v Vardhichand and Others"" reported in MANU/SC/0171/1980 : AIR 1980 SC 1622.",['Observation_finding'],,
#Current Court# have issued the directions to the various States in accordance with the spirit of the aforesaid decisions.,['Fact'],,
the Government has also the Government role to play in the matter.,['Other'],,
"In spite of releasing the funds, constituting High Level Committee, submitting report to this Court on the basis of which this Court has passed the order on 29.01.2018, nothing happened to prevent the stubble burning and the stubble burning has increased this year.",['Fact'],,
Stubble burning took place this year also.,['Fact'],,
"That was enough to put on guard the machinery of various Governments, but guard did not act in the real earnest.",['Other'],,
"That is why, the incident of stubble burning for want of proper policy has taken place in utter disregard to Court's order.",['Other'],,
"Even the suggestions which were made in the Report, which had been considered by this Court in January, 2018 that ` 100/- to be provided as incentive, could not be finalised is nothing but the pathetic state of affairs in which #Current Court# are put as on today.",['Fact'],,
The total apathy is writ large.,['Other'],,
"The authorities, concerned Committees, the #respondants# ought to have acted to discharge The authorities, concerned Committees duties.",['Fact'],,
Directive Principles of the State Policy have been left out of the purview of the Courts for the reason that the #respondants# should have full freedom to implement those in the manner it so desires and the Courts may not become the hurdle in implementing the schemes when the #respondants# have found expression in various schemes.,['Fact'],,
the schemes cannot be permitted to remain dead letter as futility of such schemes is injurious to the very Rule of law and can create anarchy.,['Other'],,
"When schemes have been framed, schemes are to be implemented and #Current Court# fully agree with the submission raised by the Attorney General for #respondants# that for this pathetic state of affairs, officers cannot escape from officers responsibility and liability.",['Fact'],,
officers have to be held liable for officers inaction and for the situation which is being created every year.,['Other'],,
"When #Current Court# come to the responsibility of the officers, obviously, each and every incumbent manning the #respondants# also becomes responsible to take steps in the positive direction.",['Fact'],,
To punish farmers is not an ultimate solution.,['Other'],,
"To provide farmers the basic facilities, amenities and modem equipment is the call of the day, which has not taken place and the benefits which are being given to the cooperative societies are being usurped mostly by the big farmers.",['Other'],,
Small and marginal farmers are still not able to reap the fruits of these schemes/machines.,['Other'],,
#Current Court# are assured by the Chief Secretaries that the Chief Secretaries will be looking into this aspect and definitely taking action for allocating these schemes/machines to small and marginal farmers.,['Fact'],,
Let the Chief Secretaries consider at present even without charging anything from the Chief Secretaries.,['Conclusion'],,
"#Current Court# direct the #respondants# to dedicate these machines, modern equipment for the service of small and marginal farmers for the time being even if necessary free of cost.",['Conclusion'],,
Let concrete steps be taken and action taken report be submitted to this Court within a period of one month from today by the ' concerned #respondants#.,['Conclusion'],,
"#Current Court# have been informed by the Chief Secretary of the #respondants# that #Current Court# have ordered certain machines to be purchased in the month of July, August and September, 2019.",['argument_respondant'],,
#Current Court# are receiving certain machines everyday.,['Fact'],,
#Current Court# expected and #Current Court# was required that steps should have been taken timely for procuring certain machines and to make #Current Court# available before the harvesting season came for the crop.,['Fact'],,
Now #Current Court# expect the #respondants# to procure certain machines as early as possible and submit a report in this regard within four weeks from today.,['Fact'],,
It was suggested by the #advocate_respondant# that It would be appropriate to direct the concerned Ministries of the #respondants# as well as the #respondants# involved in the matter to prepare a comprehensive plan to take care of the situation.,['argument_respondant'],,
It is a welcome suggestion and #Current Court# accept It. ,['Conclusion'],,
"#Current Court# direct the Ministry of Agriculture,#respondants#and Forests and the States of Punjab, Haryana and Uttar Pradesh and the #respondants# to prepare a comprehensive scheme to take care of environmental issues and all such ancillary issues taking care of providing small and marginal farmers with modern equipment and let such a scheme be prepared not only for these States but for various other States where such facilities are lacking and are required to be provided.",['Conclusion'],,
"For that, modalities may be worked out as per the scheme to be framed by the #respondants# in collaboration/consultation with the various #respondants#.",['Fact'],,
Let it be done within three months from today and the report of the steps to be taken be submitted to this Court.,['Conclusion'],,
"For the time being, #Current Court# direct these States of Punjab, Haryana and Uttar Pradesh to disburse the money and the States of Punjab, Haryana and Uttar Pradesh should not wait for or write letters to the #respondants# to give certain funds for this purpose.",['Conclusion'],,
"Let this purpose be released forthwith and any noncompliance of the same would be viewed seriously, is made clear to the concerned Chief Secretaries, who are present in this Court.",['Conclusion'],,
"#Current Court# will take a final-call on the aspect of finance also when #Current Court# consider the report of the steps to be taken to be submitted by the #respondants# and after hearing the other stake holders, including the #respondants#.",['Conclusion'],,
It has been pointed out by the learned Counsel appearing for the fanners that certain petitions are pending.,['Fact'],,
"As prayed jointly, CWP No. 23799 of 2017 titled as ""Bhartikisan Union v #respondants# and Others"" and CWP No. 15582 of 2018 titled as ""Charanpal Singh Bagri v #respondants# and Others"" filed by the farmers in the High Court of Punjab and Haryana, the farmers are transferred to this Court for being heard along with this matter.",['Fact'],,
"#Current Court# have heard the Chief Secretary of Delhi also and have pointed out the tables extracted in the order dated 04.11.2019 passed by this Court there are various factors which are contributing to the pollution in Delhi such as construction and demolition, open dumping of waste, garbage, unpaved roads/pit, road dust, garbage burning and traffic congestion.",['Fact'],,
It is apparent from the table extracted in the order dated 4.11.2019 that contribution to large extent is made by the aforesaid factors and stubble burning in the other States has contributed to 40% to 44% only.,['Other'],,
It is the shocking state of affairs that in the National Capital of Delhi there are unpaved roads/pits.,['Observation_finding'],,
"#Current Court# have not been able to take care of the road dust in spite of spending huge amount every year, open dumping and waste, garbage burning is still taking place.",['Fact'],,
"Basically, the Corporation and the #respondants# has failed to prepare a proper scheme in this regard.",['Fact'],,
"When the garbage/waste can be managed in Pune and Indore very effectively, why #Current Court# cannot have a waste management scheme in Delhi, particularly when a waste management scheme in Delhi is the capital city and face of #respondants#.",['Fact'],,
"This is reflective of a total apathy of the officers and lack of planning and non-accountability for the money spent, which is responsible for the situation in which #Current Court# are put today.",['Fact'],,
"It is only the Monitoring Committee which is doing It job effectively, otherwise position would have been much worse.",['Other'],,
"#Current Court# expect all the authorities to take care of the situation, #Current Court# request the Monitoring Committee also to look into these aspects and compliance is made.",['Fact'],,
"#Current Court# authorize these aspects and compliance to look into these aspects and compliance, whether orders of This Court in this regard are being appropriately carried out or not and submit a report to This Court.",['Conclusion'],,
It has been assured by The Chief Secretary to the #respondants# that most of the aspects will be taken care of within seven days.,['Fact'],,
They have made a consultation with the IIT Expert on the pressure with which water to be sprinkled on the roads and chemicals to be used so as to settle the dust.,['Other'],,
"#Current Court# hope and trust that the statement made by the Chief Secretary of Delhi is carried out in true letter and spirit and let a compliance report in this regard be filed in This Court, taking the steps not only with respect to these works but various hot spots which have been pointed out with respect to Delhi by the #respondants#, with respect to other places such as Faridabad, Gurugram etc., #Current Court# direct the Chief Secretary of Delhi to the States to take care of those hot spots and to submit a compliance report of the needful.",['Conclusion'],,
"With respect to unpaved roads/pits, there should ideally be no pits/potholes as they are cause of various accidents and accidental deaths.",['Other'],,
There are uncovered chambers also which are left.,['Other'],,
"Unpaved roads have also contributed to the pollution and dust Let a concrete plan in this regard, notwithstanding colony is legal and has been handed over or not, be prepared and submitted to This Court by the #respondants# in collaboration with and consultation of the various corporations and time frame for that be also stated.",['Conclusion'],,
In how much time they are going to improve the road conditions.,['Other'],,
Pits/potholes be taken care of positively within three weeks from today.,['Other'],,
Let the case be listed on 15.11.2019.,['Conclusion'],,
