sentence,label_actual,,
#advocate_respondant#s appearing for the respective#appellants# have not disputed the fact of the High Court having already dismissed the other petitions filed by the#appellants#s which are similarly placed and all the contentions which are urged in the present petitions have been considered by the learned single Judge while dismissing batch of petitions on 17.4.2007.,['argument_respondant'],,
"During the course of hearing, learned #advocate_appellant#s invited #Current Court#'s attention to the fact, that cognizance of an offence could be taken only by the Karnataka State Pollution Control Board or an officer authorised by the Karnataka State Pollution Control Board, in terms of Section 43 of the Air Act.",['rationale'],,
"Section 43 afore-mentioned, was the primary basis of the challenge raised before #Current Court# .",['Fact'],,
The same is being reproduced hereunder:,['Other'],,
Cognizance of offences - (1) No court shall take cognizance of any offence under the Air Act except on a complaint made by -,['Legal_Principles'],,
(a) a Board or any officer authorised in this behalf by it; or,['Other'],,
"(b) any person who has given notice of not less than sixty days, in the manner prescribed, of the alleged offence and of his intention to make a complaint to the Karnataka State Pollution Control Board or officer authorised as aforesaid, and no court inferior to that of a Metropolitan Magistrate or a Judicial Magistrate of the first class shall try any offence punishable under the Air Act.",['Other'],,
"(2) Where a complaint has been made under Clause (b) of Sub-section (1), the Karnataka State Pollution Control Board shall, on demand by such person, make available the relevant reports in the Karnataka State Pollution Control Board possession to that person:",['Other'],,
"Provided that the Karnataka State Pollution Control Board the Karnataka State Pollution Control Board may refuse to make any such report available to such person if the same is, in the Karnataka State Pollution Control Board opinion, against the public interest.",['Other'],,
#Current Court#'s attention has been pointedly invited to Sub-section (1) of Section 43 of the Air Act.,['Observation_finding'],,
"Having perused the same, there cannot be any doubt, that when the authorities decided to initiate proceedings under the provisions of the Air Act, the complaint could have been made either by the Karnataka State Pollution Control Board or by an officer authorised by the Karnataka State Pollution Control Board.",['Other'],,
"The question which has to be adjudicated upon (as has been raised by the#appellants#), was whether, the complaint in furtherance of which CC No. 546/2006, CC No. 547/2006, CC No. 548/2006 and CC No. 549/2006, had been filed by the Karnataka State Pollution Control Board, or an officer authorised by the Karnataka State Pollution Control Board.",['Legal_issues'],,
"To be valid, in terms of the mandate of Section 43(1) of the Air Act, it ought to be filed either by the Board or by an officer authorised by the Board.",['Legal_Principles'],,
"Insofar as the above mentioned aspect of the matter is concerned, the matter is not a matter of dispute, that vide notification/resolution dated 29.3.1989, the Karnataka State Pollution Control Board delegated certain powers to the Chairman of the Karnataka State Pollution Control Board.",['Other'],,
"The aforesaid resolution (limited to the instant issue), is being reproduced below:",['Other'],,
"subject No. 63.11: Delegation/Empowering of Technical, Administrative and Financial Powers to Chairman, Member Secretary and Other Officers working in the Karnataka State Pollution Control Board.",['Other'],,
"The subject of Delegation of Power to the Chairman of the Board was also discussed, while subject No. 10 was being discussed.",['Other'],,
"After detailed discussion, the Karnataka State Pollution Control Board the Karnataka State Pollution Control Board decided to delegate the Karnataka State Pollution Control Board power and functions to the Chairman of the Board in terms of Section 11A of the Water (Prevention and Control of Pollution) Act, 1978 (Amended) and Section 15 of Air (Prevention and Control of Pollution) Act, 1981 under the following circumstances:",['Fact'],,
"a) In respect of industries who are discharging industries who are discharging their effluent without a valid consent Under Section 25/26 of the Water (Prevention and Control of Pollution) Act, 1974 effluent without a valid consent Under Section 25/26 of the Water (Prevention and Control of Pollution) Act, 1974 and Under Section 23 of the Air (Prevention and Control of Pollution) Act, 1981, the Chairman of the Board is authorized to initiate legal action under relevant sections.",['Legal_Principles'],,
"b) In respect of Industries against whom orders passed by the Chairman of the Board Under Section 32(1)(c) of the Water (Prevention and Control of Pollution) Act, 1974 and Under Section 23 of the Air (Prevention and Control of Pollution) Act, 1981 and if such Units have not complied with the directions issued, the Chairman of the Board is authorized to initiate The Legal Action under Water Act and Section 23 of the Air Act, under relevant penal provision of the respective Acts.",['Legal_Principles'],,
"The Legal Action initiated in terms of above delegation of powers, the Karnataka State Pollution Control Board the Karnataka State Pollution Control Board shall be kept informed at the next immediate meeting.",['Other'],,
"the Karnataka State Pollution Control Board could delegate the above power to the Chairman of the Board, because Section 43(1) of the Air Act, allowed it to do so.",['rationale'],,
"In view of the conclusions recorded above, consequent upon the passing of the resolution dated 29.3.1989, the complaint Under Section 43(1) of the Air Act, could have been filed either by the Karnataka State Pollution Control Board or by the Karnataka State Pollution Control Board Chairman.",['Legal_Principles'],,
"According to the #advocate_respondant#s, proceedings came to be initiated by an order dated 4.4.2006 passed by the Chairman of the Karnataka State Pollution Control Board.",['Fact'],,
Relevant extract of an order dated 4.4.2006 passed by the Chairman of the Karnataka State Pollution Control Board is reproduced below:,['Other'],,
"In view of the above, I do here by authorize the Regional Officer, Karwar to initiate criminal action Under Section 37 of Air (Prevention and Control of Pollution) Act, 1981 by filing criminal case in the competent court against 17 occupiers of the Iron Ore Stack Yards located in and around the Karwar, Ankola and Jolda Taluks of Uttara Kannada District as per the list enclosed as Annexure-1.",['Legal_Principles'],,
"Having perused the aforesaid communication it emerges, that the Chairman of the Board authorised the Regional Office, Karwar to initiate criminal action Under Section 37 of the Air Act, by filing criminal cases in Courts having jurisdiction to deal with criminal cases in Courts, against 17 owners of iron ore stack yards, located in and around the Karwar, Ankola and Jolda Taluks of Uttara Kannada District.",['Legal_Principles'],,
"It is not possible to accept, the contention of the#respondants#, that initiation of the proceedings on the basis of the above order dated 4.4.2006 can be treated as compliance of the mandate contained in Section 43(1) of the Air Act, because the same has reference to a complaint made by the Karnataka State Pollution Control Board or any officer authorised in this behalf by it"".",['Observation_finding'],,
"In compliance with the order of the Chairman of the Board dated 4.4.2006, the Regional Officer(Deputy Environmental Officer Sri Gopalakrishna B. Sanatangi, filed complaints before the Judicial Magistrate, First Class-II, Karwar.",['compliance'],,
"It is natural therefore to conclude, that the complaint against the#appellants# was neither filed by the ""Board or any officerthe Regional Officer(Deputy Environmental , but was filed by the Regional Officer (Deputy Environmental Officer).",['Fact'],,
Section 43 of the Air Act has already been extracted hereinabove.,['Other'],,
"It is apparent therefrom, that Courts would take cognizance of complaints filed by the Karnataka State Pollution Control Board, or any officer authorised by the Karnataka State Pollution Control Board, in this behalf.",['Other'],,
"The notification/resolution dated 29.3.1989 indicates, that the officer authorised was the Chairman of the Karnataka State Pollution Control Board.",['Other'],,
"the Karnataka State Pollution Control Board could delegate the above power to the Chairman of the Board, because Section 43(1) of the Air Act, authorised the Karnataka State Pollution Control Board the Karnataka State Pollution Control Board to do so.",['Legal_Principles'],,
"In that view of the matter, either the Board or the Chairman of the Board could have filed the complaints in terms of the mandate contained in Section 43(1) of the Air Act.",['Fact'],,
The power to file the complaint could not be exercised by any other authority/officer.,['Legal_Principles'],,
"Under the principle of 'delegatus non potest delegare', the delegatee (the Chairman of the Karnataka State Pollution Control Board) could not have further delegated the authority vested in the delegatee (the Chairman of the Board), except by a clear mandate of law.",['rationale'],,
"Section 43 of the Air Act vested the authority vested in him, to file complaints with the Karnataka State Pollution Control Board.",['Legal_Principles'],,
"Section 43 aforementioned, also authorised the Karnataka State Pollution Control Board to delegate the authority vested in him to any ""officer authorised in this behalf by the authority vested in him"".",['Other'],,
"The ""officer authorised in this behalf"" was not authorised by the provisions of Section 43 of the Air Act, or by any other provision thereof, to further delegate, the authority to file complaints.",['Legal_Principles'],,
"the Chairman of the Board, therefore, had no authority to delegate the power to file complaints, to any other authority, for taking cognizance of offences under the Air Act.",['Legal_Principles'],,
"It is apparent, that the determination to initiate action against the#appellants#, and other similarly placed persons, against whom action was proposed to be taken, by the Chairman of the Board, vide his order dated 4.4.2006, was not in consonance with law.",['Fact'],,
"Annexure P-11, appended to Criminal Appeal No. 152/2012 reveals, that the complaint was filed, and the proceedings were initiated before the Judicial Magistrate, First Class-II, Karwar, by the Regional Officer(Deputy Environmental Officer) Sri Gopalakrishna B. Sanatangi, in his capacity as a complainant.",['Other'],,
"The Regional Officer(Deputy Environmental Officer) Sri Gopalakrishna B. Sanatangi, had no jurisdiction to prefer such complaints.",['Other'],,
"Accordingly, #Current Court# are of the view, that the afore-stated complaints dated 28.04.2006 are liable to be set aside, on the instant technical ground itself.",['Conclusion'],,
Ordered accordingly.,['Conclusion'],,
"Since the petitions filed by the#appellants#, Under Section 482 of the Code of Criminal Procedure, are being accepted merely on a technical ground, #Current Court# hereby direct the competent authority, namely, the Board (or the Chairman of the Board) to re-initiate the above proceedings, in consonance with the provisions of Section 43(1) of the Air Act.",['Conclusion'],,
The process shall positively be re-initiated within two months from today.,['Other'],,
"In case of failure to initiate fresh proceedings within the time stipulated hereinabove, it shall be imperative for the competent authority, to place the reasons for not doing so before this Court, on the expiry of a period of two months.",['Fact'],,
"Extension of time, if needed, shall also be sought by the authorities from this Court, by moving an appropriate interlocutory application.",['Fact'],,
"Needless to mention, that on re-initiation of the proceedings, the concerned authorities, and the Courts below, shall not take into consideration any observations recorded by us, or the Courts below, while adjudicating upon the merits of instant controversy.",['Other'],,
"It shall be open to the parties to raise all contentions, as may be available to all contentions, in consonance with law.",['Other'],,
The instant appeals are allowed in the aforesaid terms.,['Conclusion'],,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
