sentence,label_actual,,
"the Court took note of the steps that were taken by different authorities aiming to reduce air pollution after the passing of orders dated November 11, 2016;",['Other'],,
"the legal provisions contained in the Explosives Act, 1884 and the Explosive Rules, 2008 framed thereunder; and further steps which were needed in this behalf to reduce the pollution in Delhi and NCRNCR.",['Other'],,
the Court took note of the fact that number of measures were required to be taken for improving air quality as various factors were contributing to the air pollution.,['Other'],,
the Court also specifically mentioned that one of the reasons was burning of crackers/fireworks during Diwali.,['Other'],,
"On that basis, the Court also accepted that one of the possible methods for reducing it during Diwali is by continuing the suspension of licenses for the sale of fireworks, thereby implicitly prohibiting the bursting of fireworks.",['Other'],,
"However, at the same time, the Court expressed the opinion that continuing the suspension of licenses might be too radical a step to take for the present.",['Other'],,
"It was deemed appropriate to adopt a graded and balanced approach, which is necessary, that will reduce and gradually eliminate air pollution in Delhi and in NCR caused by the bursting of fireworks.",['Other'],,
"In the process, the Court took into consideration the interest of those who had already been granted a valid permanent licence to posses and sell fireworks in Delhi and NCR.",['Other'],,
#Current Court# would like to reproduce the following paragraphs from the said order:,['Fact'],,
"The right to health coupled with the right to breathe clean air leaves no manner of doubt that it is important that air pollution deserves to be eliminated and one of the possible methods of reducing it is important that air pollution deserves to be eliminated during Diwali is by continuing the suspension of licences for the sale of fireworks and therefore implicitly, prohibiting the bursting of fireworks.",['Legal_Principles'],,
"In #Current Court#'s considered opinion, continuing the suspension of licences might be too radical a step to take for the present-a graded and balanced approach is necessary that will reduce and gradually eliminate air pollution in Delhi and in NCR caused by the bursting of fireworks.",['Observation_finding'],,
At the same time it is necessary to ensure that injustice is not caused to those who have already been granted a valid permanent licence to possess and sell fireworks in Delhi and the NCR.,['Other'],,
The graded and balanced approach is not intended to dilute #Current Court#'s primary concern which is and remains the health of everybody and the human right to breathe good quality air or at least not be compelled to breathe poor quality air.,['Fact'],,
Generally speaking this must take precedence over the commercial or other interest of the#appellants# and those granted a permanent licence to possess and sell fireworks.,['Fact'],,
"But, from the material before us, it cannot be said with any great degree of certainty that the extremely poor quality of air in Delhi in November and December 2016 was the result only of bursting fireworks around Diwali.",['Observation_finding'],,
"Certainly, there were other causes as well, but even so the contribution of the bursting of fireworks cannot be glossed over.",['Other'],,
"Unfortunately, neither is it possible to give an accurate or relative assessment of the contribution of the other identified factors nor the contribution of bursting fireworks to the poor air quality in Delhi and in NCR.",['Other'],,
"Consequently, a complete ban on the sale of fireworks would be an extreme step that might not be fully warranted by the facts available to #Current Court# .",['Fact'],,
"There is, therefore, some justification for modifying the interim order passed on 11th November, 2016 and lifting the suspension of the permanent licences.",['Other'],,
"At the same time, it cannot be forgotten that admittedly there is a huge quantity of fireworks in Delhi and in NCR and the figure has been provided to #Current Court# by the#appellants#.",['Fact'],,
"Similarly, there can be no doubt that the #respondants# had issued a large number of temporary licences in 2016 and it would not be unreasonable to assume that around and during Diwali, there would have been some illegal temporary shops set up, whether known or not known to the police.",['Fact'],,
"#Current Court# do not have the figures with regard to NCR, but #Current Court# assume that like in Delhi, a large number of temporary licences have been issued for the possession and sale of fireworks.",['Fact'],,
"Therefore, there is a need to regulate the availability and sale of fireworks in Delhi and NCR.",['Other'],,
It was followed by the following directions:,['Other'],,
"As mentioned above, the health of the people in Delhi and in NCR must take precedence over any commercial or other interest of the#appellants# or any of the permanent licensees and, therefore, a graded Regulation is necessary which would eventually result in a prohibition.",['Fact'],,
"Taking all factors into consideration, #Current Court# are of the view that the following orders and directions are required to be issued and #Current Court# do so:",['Observation_finding'],,
The directions issued by this Court in Sadar Bazar Fire Works ( Pucca Shop) Association shall stand partially modified to the extent that Pucca Shop) Association are not in conformity with the Explosives Rules which shall be implemented in full by the concerned authorities.,['Fact'],,
Safety from fire hazards is one of #Current Court#'s concerns in this regard.,['Fact'],,
"(2) Specifically, Rule 15 relating to marking on explosives and packages and Rule 84 relating to temporary shops for possession and sale of fireworks during festivals of the Explosives Rules shall be strictly enforced.",['Legal_Principles'],,
This should not be construed to mean that the other the Explosives Rules need not be enforced-all Rules should be enforced.,['Legal_Principles'],,
"But if the fireworks do not conform to the requirements of Rules 15 and 84, they cannot be sold in the NCR, including Delhi and this prohibition is absolute.",['Other'],,
"The directions issued and restrictions imposed in the order passed by the Court on 18th July, 2005 in Noise Pollution (V) shall continue to be in force.",['Conclusion'],,
"(4) The concerned police authorities and the District Magistrates will ensure that fireworks are not burst in silence zones that is, an area at least 100 meters away from hospitals, nursing homes, primary and district health-care centres, educational institutions, courts, religious places or any other area that may be declared as a silence zone by the concerned authorities.",['Other'],,
(5) the #respondants# is directed to reduce the grant of temporary licences by about 50% of the number of licences granted in 2016.,['Conclusion'],,
The number of temporary licences should be capped at 500.,['Other'],,
"Similarly, the States in NCR are restrained from granting more than 50% of the number of temporary licences granted in 2016.",['Other'],,
The area of distribution of the temporary licences is entirely for the authorities to decide.,['Other'],,
(6) The #respondants# will ensure strict compliance with the Notification,['Fact'],,
GSR No. 64(E),['Other'],,
": MANU/CNBN/0535/1992 dated 27th January, 1992 regarding the ban on import of fireworks.",['Other'],,
"The #respondants# is at liberty to update and revise the Notification in view of the passage of time and further knowledge gained over the last 25 years and issue a fresh notification, if necessary.",['Fact'],,
"The Department of Education of the Government of NCT of Delhi and the corresponding Department in other States in NCR shall immediately formulate a plan of action, in not more than 15 days, to reach out to children in all the schools through the school staff, volunteers and NGOs to sensitize and educate school children on the health hazards and ill-effects of breathing polluted air, including air that is polluted due to fireworks.",['Other'],,
"School children should be encouraged to reduce, if not eliminate, the bursting of fireworks as a part of any festivities.",['Other'],,
(8) The Government of NCT of Delhi and other States in NCR NCR may consider interacting with established medical institutions for issuing advisories cautioning people about the health hazards of bursting fireworks.,['Other'],,
"The interim direction issued by the Court on 31st July, 2017 prohibiting the use of compounds of antimony, lithium, mercury, arsenic and lead in the manufacture of fireworks is made absolute.",['Conclusion'],,
"In addition, the use of strontium chromate in the manufacture of fireworks is prohibited.",['Other'],,
"(10) Fireworks containing aluminum, sulphur, potassium and barium may be sold in Delhi and in NCR, provided the composition already approved by PESO is maintained.",['Other'],,
PESO is the responsibility of PESO to ensure compliance of the standards PESO has formulated.,['Other'],,
"Since there are enough fireworks available for sale in Delhi and NCR, the transport of fireworks into Delhi and NCR from outside this region is prohibited and the concerned law enforcement authorities will ensure that there is no further entry of fireworks into Delhi and the NCR till further orders.",['Other'],,
"In #Current Court#'s opinion, even 50,00,000 kg of fireworks is far more than enough for Dussehra and Diwali in 2017.",['Observation_finding'],,
"The permanent licensees are at liberty to exhaust The permanent licensees existing stock of fireworks in Delhi and the NCR and, if that is not possible, take measures to transport the stocks outside Delhi and the NCR.",['Other'],,
"The suspension of permanent licences as directed by the order dated 11th November, 2016 is lifted for the time being.",['Conclusion'],,
This might require a review after Diwali depending on the ambient air quality post Diwali.,['Other'],,
"However, This is made explicit that the sale of fireworks by The permanent licensees must conform to the directions given above and must be fully in compliance with the Explosives Rules.",['compliance'],,
#Current Court# were informed that the permanent licences were issued by PESO and therefore the responsibility is on PESO to ensure compliance.,['Fact'],,
"While lifting the suspension on the permanent licences already granted, #Current Court# put these licensees on notice for Dussehra and Diwali in 2018 that they will be permitted to possess and sell only 50% of the quantity permitted in 2017 and that this will substantially reduce over the next couple of years.",['Fact'],,
The permanent licensees are at liberty to file objections to this proposed direction within 30 days from today and thereafter the objections if any will be heard and decided.,['Other'],,
"If no objections are filed, this proposed direction will become absolute without any further reference to any licensee.",['Other'],,
"Since there is a lack of clarity on the safety limits of various metals and constituents used in fireworks, a research study must be jointly carried out by the #respondants# and the FRDC laying down appropriate standards for ambient air quality in relation to the bursting of fireworks and the release of their constituents in the air.",['Fact'],,
"While Schedule VII of the Environment (Protection) Rules, 1986 does deal with several metals, but as #Current Court# have seen there are several other metals or constituents of fireworks that have not been studied by the #respondants# and no standards have been laid down with regard to the concentration of these metals or constituents in the ambient air.",['Fact'],,
"the #respondants# has assured #Current Court# that the #respondants# will complete the exercise by 15th September, 2017 but keeping in mind the #respondants# track record subsequent to the order dated 11th November, 2016 this does not seem possible.",['Fact'],,
"Therefore, #Current Court# grant time to the #respondants# to come out with definite standards on or before 30th September, 2017.",['Conclusion'],,
"In any event, a research study also needs to be conducted on the impact of bursting fireworks during Dussehra and Diwali on the health of the people.",['Other'],,
"We, therefore, appoint a Committee to be chaired by the Chairperson of the #respondants# and consisting of officers at the appropriate level from the National Physical Laboratory, Delhi, the Defence Institute of Physiology and Allied Sciences, Timarpur, Delhi, the #respondants#n Institute of Technology-Kanpur, scientists from the State Pollution Control Boards, the Fire Development and Research Centre, Sivakasi and Nagpur and the National Environment Engineering Research Institute (NEERI) nominated by the Chairperson of the #respondants# to submit a report in this regard preferably on or before 31st December, 2017.",['Fact'],,
"(16) Keeping in mind the adverse effects of air pollution, the human right to breathe clean air and the human right to health, the #respondants# and other authorities should consider encouraging display fireworks through community participation rather than individual bursting of fireworks.",['rationale'],,
"After the aforesaid interim order was passed, many applications were filed, from both sides, seeking modification of some of the aforesaid directions.",['Other'],,
"Insofar as the#appellants#s are concerned, in the#appellants#s are application for modification, the#appellants#s are prayed for removal of Directions Number 5 and 10 to 13, which was in essence a prayer for restoration of earlier order dated November 11, 2016.",['Fact'],,
"Insofar as fireworks manufacturers, traders and license holders of the fireworks/firecrackers are concerned, Insofar as fireworks manufacturers, traders and license holders of the fireworks/firecrackers are concerned wanted that relaxation given in the aforesaid interim order dated September 12, 2017 be further liberalised.",['Other'],,
"After hearing both the parties, orders dated October 09, 2017 were passed.",['Other'],,
the Court accepted the fact that burning of firecrackers during Diwali was not the only reason for air pollution in Delhi and NCR NCR and there was a need to tackle those factors as well.,['Other'],,
"However, it was observed that the immediate impact of use of fireworks and firecrackers bursting during Diwali is an altogether different aspect.",['Other'],,
"the Court noted that there is direct evidence of deterioration of air quality at alarming levels, which happens every year.",['Other'],,
"Burning of these firecrackers during Diwali in 2016 had shot up PM levels by three times, making Delhi the worst city in the world insofar as air pollution is concerned.",['Other'],,
Direct and immediate cause thereof was burning of crackers during Diwali.,['Other'],,
"the Court also remarked that every year before Diwali there are attempts on the part of the Government (MoE, #respondants# as well as Delhi Government), Media, NGOs and various other groups to create awareness in the general public about the ill-effects of bursting of these crackers.",['Fact'],,
Campaigns are held in the schools wherein children are discouraged to have fireworks.,['Other'],,
"Thus, there is virtually a consensus in the society that crackers should not be burnt during Diwali, which can be celebrated with equal fervour by various other means as well.",['Other'],,
"Irony is that when causes are brought in the Court, there is a resistance from certain quarters.",['Other'],,
"Moreover, there are adequate statutory provisions, aid whereof can be taken to ban the sale of these crackers.",['Other'],,
"the Court also took into consideration three substantial submissions which were made by the#appellants#s, viz.",['argument_appellant'],,
": (a) the #respondants# had taken a stand, nearly twenty years ago, that Sulphur in fireworks should not be permitted as Sulphur on combustion produces Sulphur Dioxide and the same is extremely harmful to health.",['Other'],,
the #respondants# has stated that between 9:00 PM to midnight on Diwali day the levels of Sulphur Dioxide content in the air are dangerously high.,['argument_respondant'],,
"Moreover, all the above authorities were also unanimous in all the above authorities view that crackers should only be burst in designated places.",['Other'],,
Also the #respondants# had specifically stated that joined crackers should be banned.,['argument_respondant'],,
"Secondly, in the order dated November 11, 2016, licenses were suspended primarily for the reason that rising in the PM levels at alarming proportion was because of burning of crackers during Diwali, which had adverse harmful affect and, therefore, there was no reason to relax this condition.",['Other'],,
"Another significant argument which was taken note of was that the order dated November 11, 2016 was passed immediately after the Diwali in the year 2016 and the effect of the order had not been tested.",['Other'],,
"Going by these considerations, the Court the Court decided to suspend the order dated September 12, 2017 at least during the Diwali of 2017 with the following directions:",['Other'],,
"To put it clearly, though #Current Court# are not tweaking with the various directions contained in the Orders dated September 12, 2017, the effect of the order would not be given during Diwali Diwali and, therefore, #Current Court# are making Diwali effective only from November 01, 2017.",['Fact'],,
"#Current Court# are conscious of the fact that after Order was passed, the police may have issued temporary licences.",['Fact'],,
"Accordingly, those are suspended forthwith so that there is no further sale of the crackers in Delhi and NCRNCR.",['Other'],,
Further orders in this behalf can be passed on assessing the situation that would emerge after this Diwali season....,['Other'],,
"As expected, spate of applications have been filed, most of which emanate from the aforesaid orders dated October 09, 2017.",['Other'],,
Many parties have intervened.,['Other'],,
Most of the interventionists are supporting the#appellants#s and want permanent ban on the burning of crackers during Diwali.,['Fact'],,
Some have even prayed that permanent ban on the burning of crackers during Diwali be extended to the whole country and should not be limited to only Delhi and NCR.,['Other'],,
IAs were also filed seeking ban on crop burning.,['Other'],,
"The opposite group consists of manufacturers of crackers, manufacturers' association and license holders.",['Other'],,
The State of Tamil Nadu has come forward to support this category.,['Other'],,
"Additionally, one interventionist, namely Indic Collective (Applicant in IA No. 105355 of 2017), is also opposing the ban contending that burning of crackers during Diwali is a religious activity which is in vogue for time immemorial and, therefore, the ban contending that burning of crackers during Diwali is a religious activity which is in vogue for time immemorial should not be banned.",['Other'],,
It is not necessary to take note of the arguments of each of the counsel appearing on either side.,['Other'],,
"For the sake of convenience, arguments of the#appellants#s as well as those who have supported the#appellants#s cause and the arguments of the other group which is opposing the prayers made by the#appellants#s, are collated and #Current Court# state below these arguments and counter arguments in consolidated manner:",['argument_appellant'],,
17.#appellants#s' Arguments:,['argument_appellant'],,
"(a) As far as the#appellants#s are concerned, the#appellants#s have proceeded on the premise that undeniable fact is that as a result of burning of crackers during Diwali PM2.5 reach an alarmingly high level which certainly is injurious to health.",['argument_appellant'],,
"It is argued that the adverse affect thereof on the health of citizens, particularly children, is irreversible.",['argument_appellant'],,
"It causes asthma, coughing, bronchitis, retarded nervous system breakdown and even cognitive impairment.",['argument_appellant'],,
(b),['Other'],,
The official#respondants# had failed to address the issues and carry out desired studies in spite of the directions of the Court.,['argument_appellant'],,
Various committees set up are examining the question as to what kind of metal should be used in the manufacture of crackers.,['Other'],,
So far no study has been conducted on the ill-effect caused by PM2.5.,['Other'],,
(c) Studies by the #respondants# had categorically found that burning of crackers during Diwali was contributing to air as well as noise pollution in an alarming manner.,['Fact'],,
Copies of these studies showing continuous ambient air quality during Diwali annexed with IA No. 109720 of 2017 is referred to.,['Other'],,
"Contents of Affidavit filed by #respondants# dated January 05, 2018 has also been relied upon.",['Fact'],,
"the#appellants#s also rely upon the report filed by The #respondants#, through the MoE, wherein ill-effects of fireworks are accepted and measures suggested to tackle the same.",['argument_appellant'],,
Opinions of prominent doctors mentioning spike in the respiratory problems among children and patients are also pointed out.,['Other'],,
(d),['Other'],,
"Dealing with the argument of the manufacturers and traders of firecrackers based on Article 19(1)(g) of the Constitution of #respondants#, namely, fundamental right to carry on business, the submission of the#appellants#s is that going by the ill-effects of the firecrackers, no such right can be claimed as principle of res extra commercium would apply.",['argument_appellant'],,
"In support, additional affidavit filed on July 26, 2017 as well as in July 2018 are referred to wherein the#appellants#s have sought to highlight the following aspects:",['Fact'],,
These manufacturers were employing child labour.,['Other'],,
"At one point of time, almost one lakh children were employed in this industry.",['Other'],,
Though it was admitted that this position does not exist any longer in view of strict measures taken by the #respondants#.,['Fact'],,
The manufacturing of firecrackers generates a lot of waste which adds to pollution as sufficient measures are not undertaken to deal with this waste.,['Other'],,
(iii) Number of deaths as well as injuries to persons are caused every year due to poor storage which results in occasional accidents.,['Other'],,
"Likewise, the burning of these crackers also results in injuries.",['Other'],,
(iv) Firework also leads to lot of noise and air pollution as well.,['Other'],,
"Judgments of this Court in Vellore Citizens' Welfare Forum v #respondants# and Others MANU /SC/0686/1996 : (1996) 5 SCC 647; and A.P. Pollution Control Board v Prof. M.V. Nayudu (Retd.) and Others MANU/SC/0032/1999 : (1999) 2 SCC 718, have been relied upon.",['Other'],,
"In the alternative, it was argued that even if it is accepted that argument of Article 19(1)(g) of the Constitution is available to the manufacturers and traders, such a ban on burning crackers during Diwali would amount to reasonable restriction having regard to the fact that right to health was also a fundamental right guaranteed Under Article 21 of the Constitution.",['rationale'],,
right to health was also a fundamental right guaranteed Under Article 21 of the Constitution was also submitted that the cost in the form of medical expenses which are incurred for treatment of those who suffered as a result of burning of crackers is equally high or even may be higher.,['rationale'],,
(e) One of the arguments of the opposite side was that there were no sufficient studies as to what extent the burning of crackers is contributing towards air and noise pollution and whether it was such a serious problem which warrants ban.,['Other'],,
"To this, reply of the#appellants#s was that in the field of environmental laws, precautionary principle was also applicable which does not need exact studies or material.",['argument_appellant'],,
"(f) Insofar as argument of burning of crackers during Diwali, as a part of right of religious practice is concerned, the refutation of the#appellants#s is that such an argument has already been rejected by the Court in Vellore Citizens' Welfare Forum case.",['argument_appellant'],,
"Welfare Forum was further submitted that burning of crackers during Diwali is not a core and essential religious practice and even if it is so, Article 25 was subject to Article 21 of the Constitution.",['Fact'],,
"Judgment in Noise Pollution (V), in Re, MANU/SC/0415/2005 : (2005) 5 SCC 733, was relied upon in this regard.",['Other'],,
Arguments of the opposite side:,['argument_respondant'],,
"The#respondants#, who are opposing the prayers made in the writ petitions and the IAs, made the submissions to the following effect:",['argument_respondant'],,
(i),['Other'],,
Burning of crackers during Diwali does not have any significant adverse affect on the environment.,['argument_respondant'],,
It is argued that there is no study till date which has come to such a conclusion.,['argument_respondant'],,
"The Deepawali Monitoring Report, 2017 of the #respondants# is relied upon for this purpose and on that basis",['argument_respondant'],,
"The Deepawali Monitoring Report, 2017 of #respondants # is contended that the factors which contributed to the problem were not because of crackers burning during Diwali.",['argument_respondant'],,
Ambient air quality before and after Diwali reflects that there was no spike immediately after Diwali.,['argument_respondant'],,
It was accepted that situation of air pollution in Delhi and NCR NCR is 'generally' worrying.,['argument_respondant'],,
"However, there are multiple causes which lead to polluting air and such a position existed even before Diwali, which showed that other factors played dominant role.",['Other'],,
"Insofar as presence of PM2.5 in the air is concerned, studies of the #respondants# are relied upon, on the basis of which attempt is made to show that: (a) spike was not so much during Diwali days;",['Fact'],,
"(b) increase in PM2.5 in the air does not remain for long,",['Other'],,
"that is, (b) increase in PM2.5 in the air does not linger for many days; and (c) (b) increase in PM2.5 in the air is manageable as well.",['Other'],,
"Reports of #respondants#n Institute of Technology, Kanpur; National Aeronautics and Space Administration (NASA), USA; a professor from Harvard University; and an affidavit dated January 05, 2018 filed by the #respondants# were referred to in support.",['argument_respondant'],,
"It is submitted that pursuant to orders dated September 12, 2017 whereby the Court had directed that a research study needs to be conducted on the impact of bursting fireworks during Dussehra and Diwali on the health of people, no such empirical data has emerged so far for want of detailed studies.",['argument_respondant'],,
"In nutshell, the argument was that in the absence of any definite study attributing the worsening of air quality to the fireworks during Diwali, the right of the manufacturers and traders Under Article 19(1)(g), which is a fundamental right to carry on trade, should not be made to suffer till the time there is a complete study in this behalf.",['argument_respondant'],,
"It is also argued that the revenue generated from the manufacturing and sale of fireworks is to the tune of Rs. 6,000 crores per annum.",['argument_respondant'],,
"Further, this industry has given employment to five lakh families.",['Other'],,
Such a revenue to the State as well as employment to large number of workers on which five lakh families sustain cannot be put in jeopardy by imposing a total ban.,['Other'],,
It was emphasised that there is a necessity to adopt a balanced approach.,['argument_respondant'],,
"For this purpose, Status Report and affidavit of the MoE has been relied upon which suggested eco-friendly firecrackers.",['Other'],,
"Advisory dated March 07, 2008 issued by the Petroleum and Explosives Safety Organisation (PESO), which comes under the Department of Industrial Policy and Promotion, Ministry of Commerce and Industry, #respondants#, was also relied upon, as per which the fireworks manufacturers in #respondants# were advised to ensure that the firecrackers manufactured by the fireworks manufacturers in #respondants# are within the limits prescribed in Annexure -I to the said Advisory dated March 07, 2008.",['Fact'],,
The State of Tamil Nadu Tamil Nadu also supported the cause of the manufacturers and traders of the firecrackers manufactured by them.,['Other'],,
It was argued that the study undertaken by the #respondants# pursuant to the directions issued by the Court was conducted by the Committee which did not have a representative from the Fireworks Research and Development Centre (FRDC) which was not even informed about the development of this case.,['argument_respondant'],,
