sentence,label_actual,,,,,,,,,,,,,,,,,,,,
Several options in that regard are according to #amicus_advocate# being examined and that the EPCA has asked the concerned authorities to finalise the method urgently.,['Fact'],,,,,,,,,,,,,,,,,,,,
#Current Court# hope and trust that the directives issued by this Court are implemented at the earliest.,['Fact'],,,,,,,,,,,,,,,,,,,,
#Current Court# request the EPCA to pursue the matter further with the authorities concerned to ensure that the directions issued by #Current Court# are implemented faithfully.,['Fact'],,,,,,,,,,,,,,,,,,,,
"#amicus_advocate# argued that several representations have been received by the #respondants# from private commercial vehicle owners whose vehicles are more than 10 years old and cannot, therefore, be plied in Delhi.",['argument_amicus'],,,,,,,,,,,,,,,,,,,,
"The representations, it appears, make a grievance against the NCT of Delhi which is refusing to issue ""No Objection Certificate"" (NOC) for sale of such vehicle to purchasers from outside Delhi/NCR.",['Other'],,,,,,,,,,,,,,,,,,,,
"Mr. #advocate_respondant#, Learned Counsel for the #respondants# of Delhi, submits that NOCs are being refused to such vehicle owners on account of a restraint order passed by the National Green Tribunal (NGT) according to which no diesel vehicle older than 10 years and no petrol vehicle older than 15 years can be given a ""No Objection Certificate"" (NOC) even for purposes of sale.",['argument_respondant'],,,,,,,,,,,,,,,,,,,,
"This direction, This direction appears, has been questioned by the NCT of Delhi before the NGT itself but the matter is still pending.",['Other'],,,,,,,,,,,,,,,,,,,,
"In the meantime, #Current Court# see no reason why owners of diesel vehicle, older than 10 years in the National Capital Region, should not be permitted to apply for grant of NOC or obtain such a certificate for sale of such vehicles to purchasers outside NCR/Delhi.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"#Current Court# accordingly direct that the #respondants# of Delhi/statutory authorities concerned shall, on suitable applications made by the vehicle owners for grant of NOC, issue such certificate to enable the owners to sell the vehicles to purchasers outside NCR.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
#Current Court# make it clear that This direction shall not prevent the NGT itself from examining in due course whether diesel vehicles older than 10 years could be registered outside NCR and if so subject to what conditions.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
"#amicus_advocate# also points out that there is typographical mistake in #Current Court#'s Order dated 16th December, 2015 inasmuch as instead of ""NCR"" the expression ""NCT"" and instead of ""31st March, 2016"" expression ""1st March, 2016"" have been used in the second para at page No. 8 of that order.",['argument_amicus'],,,,,,,,,,,,,,,,,,,,
"#Current Court# had in the said paragraph directed all taxis including those operating under aggregators like OLA and UBER to be converted to C.N.G. not later than 31st March, 2016.",['Fact'],,,,,,,,,,,,,,,,,,,,
"#Current Court# make it clear that the said direction will apply to all such taxis as are operating in NCR and to be converted to C.N.G. but not later than 31st March, 2016. The expressions ""NCT"" and ""1st March, 2016"" shall accordingly stand replaced by ""NCR"" and ""31st March, 2016"".",['Conclusion'],,,,,,,,,,,,,,,,,,,,
#amicus_advocate# also pointed out that issue of availability of C.,['argument_amicus'],,,,,,,,,,,,,,,,,,,,
"N.G. supply was raised before the EPCA in the meeting of the EPCA held on 19th December, 2015 in which it was pointed out by the States concerned that supply of C.N.G. in NCR is not a problem and that Ministry of Petroleum and Natural Gas was taking steps to provide 104 additional C.N.G. stations in the 10 districts by creating C.N.G. Stations in the said districts by 31st March, 2016. #Current Court# accordingly request the EPCA to pursue the matter further to ensure that setting up of 104 additional C.N.G. stations in the 10 districts of NCR by 31st March, 2016 becomes a reality and supply network in the districts where there is no supply currently, is also suitably established.",['Fact'],,,,,,,,,,,,,,,,,,,,
"#amicus_advocate# also pointed out that by #Current Court#'s Order dated 27th July, 1998 #appellants# v #respondants# and Others - (MANU/SC/0462/1998 : 1998 (6) SCC 63), this Court had directed the #respondants# of Delhi to augment the #respondants# of Delhi bus fleet by raising the number of buses from 5,000 to 10,000 by April 2001.",['argument_amicus'],,,,,,,,,,,,,,,,,,,,
"(6) SCC 63) submits that the #respondants# of Delhi does not appear to have taken any steps in that direction, with the result that public transport system within the National Capital Region remains poor causing inconvenience to the commuters.",['Fact'],,,,,,,,,,,,,,,,,,,,
(6) SCC 63) prays for a direction to be issued to the #respondants# of Delhi NCT of Delhi Delhi to comply with the direction already issued by this Court this Court and to augment the bus fleet in all possible ways so that the travelling public is not inconvenienced.,['Fact'],,,,,,,,,,,,,,,,,,,,
"Mr. #advocate_respondant#, Learned Counsel appearing for the #respondants# of DelhiNCT of DelhiDelhi, on the other hand submits that while some steps have already been taken by the #respondants# of Delhi for purchase of additional buses for use within NCR, a severe impediment in the process of augmentation of the bus fleet is caused by the lack of space for setting up bus depots.",['argument_respondant'],,,,,,,,,,,,,,,,,,,,
"(6) SCC 63) points out that Delhi Development Authority (DDA) has already allotted a parcel of land measuring 70 acres, out of which possession of 45 acres remains to be delivered to the #respondants# of DelhiNCT of DelhiDelhi.",['Fact'],,,,,,,,,,,,,,,,,,,,
(6) SCC 63) prays for a direction to the DDA to deliver possession of the remaining 45 acres of land for use as bus depot.,['Other'],,,,,,,,,,,,,,,,,,,,
"the DDA is not a party to these proceedings, #Current Court# therefore request Mr. #advocate_respondant# to take instructions whether the land in-question stands allotted and if so the reason for non-delivery of the entire extent of land to the #respondants# of Delhi, as also the time-frame within which the DDA shall ensure delivery of remaining extent of land.",['Fact'],,,,,,,,,,,,,,,,,,,,
Mr. #advocate_respondant# assures #Current Court# that the needful shall be done as expeditiously as possible.,['Fact'],,,,,,,,,,,,,,,,,,,,
Mr. #advocate_respondant# shall also take instructions from Delhi Metro Rail Corporation (DMRC) as to Delhi Metro Rail Corporation (DMRC) plan for augmenting rolling stock and increasing the frequency of the trains keeping in view the heavy rush which Delhi Metro Rail Corporation (DMRC) is experiencing on account of odd/even scheme formulated and enforced by the #respondants# of Delhi NCT of Delhi and other directions issued by this Court.,['Fact'],,,,,,,,,,,,,,,,,,,,
#amicus_advocate# submits that at present Euro IV standard fuel is being used in Northern #respondants# and in 30 other cities in the country.,['argument_amicus'],,,,,,,,,,,,,,,,,,,,
"#amicus_advocate# submits that the #respondants# could be directed to make a disclosure whether the fuel of that standard can be made available throughout the country by 1st April, 2016.",['argument_amicus'],,,,,,,,,,,,,,,,,,,,
"Mr. #advocate_respondant#, in reply, submits that according to Mr. #advocate_respondant# instructions BS-IV fuel will be available by 1st April, 2017, including for two wheelers.",['argument_respondant'],,,,,,,,,,,,,,,,,,,,
That submission is recorded.,['Other'],,,,,,,,,,,,,,,,,,,,
"#amicus_advocate# has drawn #Current Court#'s attention to a communication dated 22nd May, 2015 addressed to the Chairman, IOCL, and other oil companies pointing out that Ministry of Petroleum and Natural Gas Petroleum and Natural Gas is ready for switching over to BS-VI directly from BS-IV grade auto fuel w.e.f. 1st April, 2020.",['argument_amicus'],,,,,,,,,,,,,,,,,,,,
He submits that according to He instructions some of the car manufacturers are already manufacturing cars that are Euro VI compliant which is equivalent to BS-VI standard.,['argument_amicus'],,,,,,,,,,,,,,,,,,,,
"He submits if the vehicles that are BS-VI compliant are being manufactured by some of the companies, there is no reason why the remaining companies cannot upgrade the remaining companies products to comply with BS-VI standards.",['argument_amicus'],,,,,,,,,,,,,,,,,,,,
He prays for a direction to the #respondants# to examine whether the date already fixed viz.,['argument_amicus'],,,,,,,,,,,,,,,,,,,,
"1st April, 2020 for making available BS-VI grade auto fuel, can be suitably advanced.",['Other'],,,,,,,,,,,,,,,,,,,,
#Current Court# request Mr. #advocate_respondant# to take instructions on this aspect also.,['Fact'],,,,,,,,,,,,,,,,,,,,
"#amicus_advocate# shall further take instructions from the #respondants#, whether it is ready and willing to phase out, over a period of time, old vehicles running on diesel fuel and issue a direction to all other autonomous and statutory bodies controlled by it to do so.",['Fact'],,,,,,,,,,,,,,,,,,,,
"Needful be done by the parties by Tuesday, the 20th January, 2016.",['Other'],,,,,,,,,,,,,,,,,,,,
I.,['Other'],,,,,,,,,,,,,,,,,,,,
"A. No. (s). 375, 376-377, 378-379, 380-381, 382, 385-386 in I.A. No. 365 in I.A. No. 345",['Other'],,,,,,,,,,,,,,,,,,,,
"Post on Tuesday, the 20th January, 2016.",['Other'],,,,,,,,,,,,,,,,,,,,
I.,['Other'],,,,,,,,,,,,,,,,,,,,
As. No. 371 and 372,['Other'],,,,,,,,,,,,,,,,,,,,
"Heard Dr. #advocate_appellant#, learned senior #advocate_appellant#(s).",['Fact'],,,,,,,,,,,,,,,,,,,,
Issue notice.,['Other'],,,,,,,,,,,,,,,,,,,,
"Mr. #advocate_respondant#, Learned Counsel appearing for the #respondants# of Delhi, on the other hand submits that while some steps have already been taken by the Government for purchase of additional buses for use within NCR, a severe impediment in the process of augmentation of the bus fleet is caused by the lack of space for setting up bus depots, appears and accepts notice on behalf of the #respondants# of Delhi NCT of Delhi which has issued impugned notification.",['argument_respondant'],,,,,,,,,,,,,,,,,,,,
"Mr. #advocate_respondant#, Learned Counsel appearing for the #respondants# of Delhi, on the other hand submits that while some steps have already been taken by the Government for purchase of additional buses for use within NCR, a severe impediment in the process of augmentation of the bus fleet is caused by the lack of space for setting up bus depots shall take instruction and file instruction reply before Tuesday, the 20th January, 2016the 20th January, 2016.",['argument_respondant'],,,,,,,,,,,,,,,,,,,,
IAs. No. 383 and 384,['Other'],,,,,,,,,,,,,,,,,,,,
Heard.,['Other'],,,,,,,,,,,,,,,,,,,,
Issue notice.,['Other'],,,,,,,,,,,,,,,,,,,,
"Mr. #advocate_respondant#, Learned Counsel appearing for the #respondants# of Delhi, on the other hand submits that while some steps have already been taken by the Government for purchase of additional buses for use within NCR, a severe impediment in the process of augmentation of the bus fleet is caused by the lack of space for setting up bus depots, appears and accepts notice on behalf of the #respondants# of Delhi NCT of Delhi who may file ",['argument_respondant'],,,,,,,,,,,,,,,,,,,,
"Mr. #advocate_respondant#, Learned Counsel appearing for the #respondants# of Delhi, on the other hand submits that while some steps have already been taken by the Government for purchase of additional buses for use within NCR, a severe impediment in the process of augmentation of the bus fleet is caused by the lack of space for setting up bus depots reply before Tuesday, the 20th January, 2016the 20th January, 2016.",['argument_respondant'],,,,,,,,,,,,,,,,,,,,
Civil Appeal Diary No. 41690 of 2015,['Other'],,,,,,,,,,,,,,,,,,,,
Learned #advocate_appellant# seeks leave to withdraw this appeal with the liberty to intervene in W. P. (C) No. 13029 of 1985. ,['Fact'],,,,,,,,,,,,,,,,,,,,
Civil appeal is accordingly dismissed as withdrawn with the liberty prayed for.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
