sentence,label_actual,,
"• The generated fly ash need to be utilized as per the CPCB annual implementation report on fly ash utilization (2009-10) that 100% utilization to be achieved by the power plants, within 5 years from the date of notification (refer to Table 17, page 48).",['Other'],,
"For new CFTPPs, the fly ash utilization needs to be regulated as per the schedule given in Table 17.",['Other'],,
• It is desirable that the coal handling facilities are mechanized and automated to the extent possible.,['Other'],,
• Occupational health services should be provided for wide range benefit to the workers.,['Other'],,
"Broadly, Occupational health services should contain the facilities for occupational health delivery system with trained manpower and infrastructure including investigational facilities, environmental assessment, evaluation of occupational health status and first aid training of the workers on regular basis.",['Other'],,
Occupational health services should be independent and separate from hospital services (curative service) but should function in liaison with the curative service.,['Other'],,
"• Periodic awareness programmes regarding the health and safety with active involvement of the workers should be organized, covering each individual with the minimum annual average duration of 8 hours per worker.",['Other'],,
Regular community level awareness programmes may be organized in the vicinity of the plant for the family members of the workers.,['Other'],,
"• Periodic medical examination (PME), as required under the Factories Act should be undertaken.",['Other'],,
"However, the investigations performed under the PME should be relevant to the job exposures.",['Other'],,
"Since coal/ash handling workers are prone to dust exposure related diseases, due attention is required to coal/ash handling workers.",['Other'],,
"In case of need, the frequency of the PME may be scheduled, based on observation of the health check-up information.",['Other'],,
Providing PPE and re-locating of job for coal/ash handling workers may also be considered.,['Other'],,
"• As per recommendations of the Factories Act, coal/ash handling workers need to be examined radiologically (chest X-ray) on yearly basis.",['Other'],,
"However, in order to avoid unnecessary exposure of the human body to the radiation, the regular yearly chest X-ray is not recommended, unless urgent and essential.",['Other'],,
"Considering the latency period of development of pneumoconiosis, the latency period of development of pneumoconiosis is recommended to undergo chest X-ray every two years for initial 10 years and based on the progression, re-scheduling may be adopted.",['Other'],,
After 10 years it should be done on yearly basis or earlier depending on the development and/or progression of the disease.,['Other'],,
"• Health records should be maintained in easily retrievable manner, preferably in electronic form.",['Other'],,
"The provision should be made to recall the worker, as and when the worker or the worker check up is due.",['Other'],,
Pre-placement medical examination and proper documentation of records should be mandatory.,['Other'],,
"• A comprehensive document on environment, health and safety specific to coal based thermal power projects should be framed.",['Other'],,
"A comprehensive document on environment, health and safety specific to coal based thermal power projects should cover the legal provisions, management system, best practices, safe operating procedures, etc.",['Other'],,
for various areas of thermal power plants.,['Other'],,
This will serve as a reference document for effective implementation of the provisions.,['Other'],,
"• new CFTPPs should have environmental and occupational health and safety management systems in place, which are auditable by third party, approved by the #respondants# (Ministry of Power).",['Fact'],,
Participatory management regarding health and safety at plant level may be ensured.,['Other'],,
• The occupier of the CFTPP shall be responsible for the compliance of provisions of the Factories' Act for casual/contractual labour on health and safety issues.,['Other'],,
"In case of women workers, the provisions of the Factories' , as applicable, shall be given attention.",['Other'],,
"Para 3.1.2 of the above-mentioned Report specifically refers to the occupational health and safety issues of workers in new CFTPPs. the above-mentioned Report also refers to the hazards associated with (a) dust, (b) heat, (c) noise, (d) vibration, (e) radiation, and (f) disposal of waste.",['Other'],,
"After dealing with those health hazards, the Committee of Experts has stated that the hazards associated with inhalation of coal dust might result in development of dust related morbidity in the form of pneumoconiosis (coal workers pneumoconiosis, silicosis) and non-pneumoconiosis persistent respiratory morbidities, such as chronic bronchitis, emphysema, asthma, etc.",['Other'],,
"Further, the Committee of Experts also pointed out that whenever asbestos fibres are used for insulation and other purposes, the possibility of asbestosis among workers due to inhalation of asbestos fibres cannot be ruled out.",['Other'],,
"the above-mentioned Report also says that other morbidities because of exposure to fly ash, including metallic constituents such as lead, arsenic, and mercury might also be present.",['Other'],,
"Due to exposure to other chemicals used in different operations of CFTPP, the above-mentioned Report says, may also be responsible to adversely affect human health.",['Other'],,
"the above-mentioned Report further says that occupational exposure to high heat in different thermal power plants may also cause heat related disorders, like heat exhaustion.",['Other'],,
"Noise and vibration exposures in higher doses than the permissible limits may result in noise-induced hearing loss, raised blood pressure, regional vascular disorders, musculoskeletal disorders, human error, productivity loss, accidents and injuries.",['Other'],,
Radiation hazards particularly from the generated fly ash and its used products have also been indicated of possible health risks.,['Other'],,
"Different chemicals that are often being used in CFTPPs, such as chlorine, ammonia, fuel oil, and released in the working and community environment may be responsible for wide range of acute as well as chronic health impairments.",['Other'],,
"Since large quantities of coal, other fuels and chemicals are stored and used in new CFTPPs, the risks of fire and explosion are high, unless special care is taken in handling the materials.",['Other'],,
It may cause fire and explosion.,['Other'],,
"Further, It may also be pointed out that in various work operations for manual materials handling, the workers are subjected to high degree of physical stress, with potential risks of musculo-skeletal disorders and injuries.",['Other'],,
In para 3.1.5 the above-mentioned Report suggests certain protective measures for health and safety and also steps to be taken for emergency preparedness on spot/off-spot emergency plans and also the measures to be adopted for social welfare.,['Other'],,
"#Current Court# may notice, the recommendations made are to be welcomed, but how far the recommendations made are put into practice and what preventive actions are taken to protect the workers from the serious health-hazards associated with the work in new CFTPPs calls for serious attention.",['Fact'],,
Many workers employed in various CFTPPs are reported to be suffering from serious diseases referred to earlier.,['Other'],,
"What are the steps taken by CFTPPs and the #respondants# and the statutory authorities to protect Many workers employed in various CFTPPs from serious health hazards and also the medical treatment extended to Many workers employed in various CFTPPs, including compensation etc.",['Fact'],,
calls for detailed examination.,['Other'],,
"#Current Court# notice that CFTPPs are spread over various States in the country like Uttar Pradesh, Chhattisgarh, Maharashtra, Andhra Pradesh, and so on, and it would not be practicable for this Court this Court to examine whether CFTPPs are complying with safety standards and the rules and Regulations relating to the health of the employees working in various CFTPPs throughout the country.",['Observation_finding'],,
#Current Court# feel that these aspects could be better examined by the respective High Courts in whose jurisdiction these power plants are situated.,['Fact'],,
this Court should examine whether there is adequate and effective health delivery system in place and whether there is any evaluation of occupational health status of the workers.,['Conclusion'],,
this Court should also examine whether any effective medical treatment is meted out to any effective medical treatment.,['Conclusion'],,
"We, therefore, feel that it is appropriate to relegate it to the various High Courts to examine these issues with the assistance of the State Governments after calling for necessary Reports from new CFTPPs situated in the assistance of the State Governments respective States.",['Other'],,
"For the said purpose, #Current Court# are sending a copy of this judgment to the Chief Secretaries of the respective States as well as Registrar Generals of the High Courts of the following States:",['Fact'],,
(a) Uttar Pradesh,['Other'],,
(b) Chhattisgarh,['Other'],,
(c) Maharashtra,['Other'],,
(d) Uttar Pradesh,['Other'],,
Uttar Pradesh,['Other'],,
Bihar,['Other'],,
(h) Orissa,['Other'],,
(i) Haryana,['Other'],,
(j) Rajasthan,['Other'],,
(k) Punjab,['Other'],,
(l) Delhi/NCT Delhi,['Other'],,
(m) Gujarat,['Other'],,
(n) Karnataka,['Other'],,
(o) Kerala,['Other'],,
(p) Tamil Nadu,['Other'],,
(q) Jharkhand,['Other'],,
(r) Assam,['Other'],,
"The Report in para 4.1.2 titled Environment, Health and Safety Issues in Coal Fired Thermal Power Plants of the year 2011 may also be made available by the Secretary General of this Court to the Registrar Generals of the High Courts of the respective States.",['Fact'],,
#Current Court# make it clear that The Report in para 4.1.2 is not at all comprehensive in certain aspects and the respective High Courts can examine the issues projected in this judgment independently after calling for the reports about the CFTPPs functioning in the Report is not at all comprehensive in certain aspects and the respective High Courts .,['Conclusion'],,
the Registrar Generals of the High Courts of the aforesaid States should place this judgment before the Chief Justices of the respective States so as to initiate suo moto proceedings in the larger interest of the workers working in new CFTPPs in the respective States.,['Other'],,
The Writ Petition is accordingly disposed of.,['Conclusion'],,
